location,value
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12568.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12604.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1264.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12640.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12676.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12712.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12748.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12784.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12820.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12856.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12892.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12928.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\12964.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1300.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13000.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13036.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13072.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13108.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13144.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13180.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13216.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13252.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13288.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13324.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1336.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13360.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13396.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13432.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13468.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13504.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13540.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13576.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13612.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13648.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13684.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1372.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13720.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13756.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13792.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13828.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13864.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13900.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13936.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\13972.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14008.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14044.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1408.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14080.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14116.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14152.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14188.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14224.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14260.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14296.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14332.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14368.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14404.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1444.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14440.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14476.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14512.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14548.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14584.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14620.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14656.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14692.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14728.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14764.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\148.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1480.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14800.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14836.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14872.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14908.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14944.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\14980.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15016.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15052.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15088.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15124.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1516.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15160.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15196.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15232.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15268.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15304.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15340.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15376.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15412.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15448.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15484.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1552.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15520.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15556.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15592.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15628.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15664.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15700.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15736.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15772.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15808.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15844.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1588.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15880.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15916.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15952.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\15988.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16024.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16060.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16096.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16132.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16168.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16204.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1624.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16240.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16276.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16312.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16348.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16384.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16420.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16456.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16492.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16528.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16564.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1660.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16600.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16636.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16672.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16708.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16744.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16780.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16816.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16852.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16888.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16924.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1696.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16960.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\16996.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17032.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17068.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17104.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17140.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17176.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17212.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17248.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17284.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1732.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17320.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17356.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17392.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17428.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17464.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17500.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17536.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17572.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17608.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17644.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1768.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17680.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17716.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17752.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17788.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17824.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17860.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17896.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17932.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\17968.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18004.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1804.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18040.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18076.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18112.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18148.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18184.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18220.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18256.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18292.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18328.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18364.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\184.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1840.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18400.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18436.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18472.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18508.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18544.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18580.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18616.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18652.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18688.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18724.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1876.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18760.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18796.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18832.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18868.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18904.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18940.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\18976.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19012.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19048.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19084.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1912.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19120.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19156.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19192.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19228.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19264.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19300.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19336.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19372.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19408.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19444.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1948.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19480.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19516.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19552.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19588.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19624.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19660.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19696.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19732.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19768.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19804.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\1984.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19840.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19876.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19912.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19948.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\19984.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20020.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20056.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20092.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20128.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20164.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2020.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20200.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20236.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20272.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20308.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20344.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20380.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20416.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20452.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20488.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20524.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2056.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20560.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\20596.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2092.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2128.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2164.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\220.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2200.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2236.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2272.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2308.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2344.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2380.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2416.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2452.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2488.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2524.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\256.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2560.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2596.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2632.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2668.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2704.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2740.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2776.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2812.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2848.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2884.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\292.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2920.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2956.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\2992.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3028.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3064.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3100.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3136.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3172.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3208.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3244.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\328.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3280.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3316.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3352.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3388.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3424.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3460.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3496.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3532.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3568.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3604.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\364.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3640.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3676.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3712.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3748.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3784.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3820.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3856.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3892.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3928.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\3964.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\40.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\400.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4000.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4036.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4072.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4108.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4144.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4180.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4216.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4252.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4288.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4324.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\436.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4360.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4396.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4432.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4468.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4504.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4540.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4576.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4612.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4648.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4684.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\472.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4720.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4756.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4792.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4828.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4864.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4900.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4936.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\4972.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5008.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5044.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\508.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5080.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5116.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5152.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5188.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5224.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5260.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5296.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5332.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5368.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5404.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\544.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5440.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5476.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5512.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5548.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5584.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5620.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5656.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5692.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5728.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5764.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\580.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5800.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5836.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5872.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5908.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5944.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\5980.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6016.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6052.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6088.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6124.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\616.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6160.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6196.png,4
